import time: self [us] | cumulative | imported package
import time:       162 |        162 |             OpenGL.raw.GL.ARB.internalformat_query
import time:       207 |        369 |           OpenGL.GL.ARB.internalformat_query
import time:       138 |        138 |             OpenGL.raw.GL.ARB.map_buffer_alignment
import time:       153 |        291 |           OpenGL.GL.ARB.map_buffer_alignment
import time:       291 |        291 |             OpenGL.raw.GL.ARB.shader_atomic_counters
import time:       203 |        493 |           OpenGL.GL.ARB.shader_atomic_counters
import time:       292 |        292 |             OpenGL.raw.GL.ARB.shader_image_load_store
import time:       173 |        464 |           OpenGL.GL.ARB.shader_image_load_store
import time:       142 |        142 |             OpenGL.raw.GL.ARB.shading_language_packing
import time:       154 |        296 |           OpenGL.GL.ARB.shading_language_packing
import time:       197 |        197 |             OpenGL.raw.GL.ARB.texture_storage
import time:       155 |        351 |           OpenGL.GL.ARB.texture_storage
import time:       525 |       5013 |         OpenGL.GL.VERSION.GL_4_2
import time:      1266 |       1266 |           OpenGL.raw.GL.VERSION.GL_4_3
import time:       155 |        155 |             OpenGL.raw.GL.ARB.arrays_of_arrays
import time:       176 |        330 |           OpenGL.GL.ARB.arrays_of_arrays
import time:       141 |        141 |             OpenGL.raw.GL.ARB.fragment_layer_viewport
import time:       161 |        302 |           OpenGL.GL.ARB.fragment_layer_viewport
import time:       129 |        129 |             OpenGL.raw.GL.ARB.shader_image_size
import time:       176 |        304 |           OpenGL.GL.ARB.shader_image_size
import time:       168 |        168 |             OpenGL.raw.GL.ARB.ES3_compatibility
import time:       153 |        321 |           OpenGL.GL.ARB.ES3_compatibility
import time:       176 |        176 |             OpenGL.raw.GL.ARB.clear_buffer_object
import time:       222 |        397 |           OpenGL.GL.ARB.clear_buffer_object
import time:       229 |        229 |             OpenGL.raw.GL.ARB.compute_shader
import time:       161 |        389 |           OpenGL.GL.ARB.compute_shader
import time:       161 |        161 |             OpenGL.raw.GL.ARB.copy_image
import time:       163 |        324 |           OpenGL.GL.ARB.copy_image
import time:       132 |        132 |             OpenGL.GL.KHR
import time:       120 |        120 |               OpenGL.raw.GL.KHR
import time:       735 |        855 |             OpenGL.raw.GL.KHR.debug
import time:       728 |       1713 |           OpenGL.GL.KHR.debug
import time:       158 |        158 |             OpenGL.raw.GL.ARB.explicit_uniform_location
import time:       177 |        334 |           OpenGL.GL.ARB.explicit_uniform_location
import time:       198 |        198 |             OpenGL.raw.GL.ARB.framebuffer_no_attachments
import time:       206 |        404 |           OpenGL.GL.ARB.framebuffer_no_attachments
import time:       454 |        454 |             OpenGL.raw.GL.ARB.internalformat_query2
import time:       238 |        692 |           OpenGL.GL.ARB.internalformat_query2
import time:       242 |        242 |             OpenGL.raw.GL.ARB.invalidate_subdata
import time:       233 |        474 |           OpenGL.GL.ARB.invalidate_subdata
import time:       186 |        186 |             OpenGL.raw.GL.ARB.multi_draw_indirect
import time:       243 |        428 |           OpenGL.GL.ARB.multi_draw_indirect
import time:       325 |        325 |             OpenGL.raw.GL.ARB.program_interface_query
import time:       407 |        732 |           OpenGL.GL.ARB.program_interface_query
import time:       133 |        133 |             OpenGL.raw.GL.ARB.robust_buffer_access_behavior
import time:       170 |        303 |           OpenGL.GL.ARB.robust_buffer_access_behavior
import time:       194 |        194 |             OpenGL.raw.GL.ARB.shader_storage_buffer_object
import time:       163 |        356 |           OpenGL.GL.ARB.shader_storage_buffer_object
import time:       147 |        147 |             OpenGL.raw.GL.ARB.stencil_texturing
import time:       157 |        303 |           OpenGL.GL.ARB.stencil_texturing
import time:       161 |        161 |             OpenGL.raw.GL.ARB.texture_buffer_range
import time:       152 |        313 |           OpenGL.GL.ARB.texture_buffer_range
import time:       126 |        126 |             OpenGL.raw.GL.ARB.texture_query_levels
import time:       152 |        278 |           OpenGL.GL.ARB.texture_query_levels
import time:       183 |        183 |             OpenGL.raw.GL.ARB.texture_storage_multisample
import time:       150 |        333 |           OpenGL.GL.ARB.texture_storage_multisample
import time:       235 |        235 |             OpenGL.raw.GL.ARB.texture_view
import time:       155 |        389 |           OpenGL.GL.ARB.texture_view
import time:       251 |        251 |             OpenGL.raw.GL.ARB.vertex_attrib_binding
import time:       166 |        417 |           OpenGL.GL.ARB.vertex_attrib_binding
import time:      1382 |      12472 |         OpenGL.GL.VERSION.GL_4_3
import time:       312 |        312 |           OpenGL.raw.GL.VERSION.GL_4_4
import time:       430 |        742 |         OpenGL.GL.VERSION.GL_4_4
import time:      2007 |       2007 |           OpenGL.raw.GL.VERSION.GL_4_5
import time:      1409 |       3415 |         OpenGL.GL.VERSION.GL_4_5
import time:       281 |        281 |           OpenGL.raw.GL.VERSION.GL_4_6
import time:       299 |        579 |         OpenGL.GL.VERSION.GL_4_6
import time:       363 |        363 |           OpenGL.arrays.vbo
import time:       184 |        546 |         OpenGL.GL.vboimplementation
import time:      1140 |       1140 |             OpenGL.raw.GL.ARB.vertex_buffer_object
import time:       446 |       1586 |           OpenGL.GL.ARB.vertex_buffer_object
import time:       366 |        366 |             OpenGL.raw.GL.ARB.uniform_buffer_object
import time:       432 |        797 |           OpenGL.GL.ARB.uniform_buffer_object
import time:       185 |        185 |             OpenGL.raw.GL.ARB.texture_buffer_object
import time:       201 |        386 |           OpenGL.GL.ARB.texture_buffer_object
import time:       153 |        153 |             OpenGL.raw.GL.ARB.enhanced_layouts
import time:       163 |        316 |           OpenGL.GL.ARB.enhanced_layouts
import time:       210 |       3293 |         OpenGL.GL.ARB.vboimplementation
import time:      1298 |      99328 |       OpenGL.GL
import time:      1084 |     100411 |     pyqtgraph.widgets.RawImageWidget
import time:       315 |        315 |       mmap
import time:       375 |        375 |               multiprocessing.process
import time:       584 |        584 |                   _socket
import time:       331 |        331 |                   array
import time:      1983 |       2896 |                 socket
import time:       375 |       3271 |               multiprocessing.reduction
import time:       695 |       4340 |             multiprocessing.context
